date,open,high,low,close,volume
2017-10-12,996.81,1008.44,992.4,1000.93,4067317
2017-10-13,1007.0,1007.77,1001.03,1002.94,2431462
2017-10-16,1008.44,1009.57,1001.04,1006.34,2008908
2017-10-17,1005.59,1011.47,1004.38,1009.13,2319742
2017-10-18,1009.27,1022.31,996.55,997.0,2499681
2017-10-19,990.0,991.05,980.24,986.61,3108197
2017-10-20,993.53,994.62,982.0,982.91,2365122
2017-10-23,986.73,986.775,962.5,966.3,3494100
2017-10-24,969.0,979.85,965.0,975.9,2723935
2017-10-25,978.0,984.44,966.24,972.91,3033113
2017-10-26,980.33,982.9,968.55,972.43,5618675
2017-10-27,1058.14,1105.58,1050.55,1100.95,16565021
2017-10-30,1095.01,1122.79,1093.56,1110.85,6613064
2017-10-31,1109.0,1110.54,1101.12,1105.28,3476967
2017-11-01,1105.4,1108.97,1096.74,1103.68,3755511
2017-11-02,1097.81,1101.93,1086.87,1094.22,3684876
2017-11-03,1091.15,1112.68,1088.52,1111.6,3751480
2017-11-06,1109.15,1125.41,1108.77,1120.66,3381138
2017-11-07,1124.74,1130.6,1117.5,1123.17,2688977
2017-11-08,1122.82,1135.54,1119.11,1132.88,2581451
2017-11-09,1125.96,1129.62,1115.77,1129.13,3725774
2017-11-10,1126.1,1131.75,1124.06,1125.35,2179937
2017-11-13,1123.0,1139.9,1122.34,1129.17,2918439
2017-11-14,1130.11,1138.0,1123.89,1136.84,3138423
2017-11-15,1127.01,1131.75,1121.63,1126.69,3928680
2017-11-16,1130.16,1138.16,1130.05,1137.29,2213322
2017-11-17,1138.28,1138.8,1125.81,1129.88,2413388
2017-11-20,1129.77,1133.42,1122.55,1126.31,2163855
2017-11-21,1132.86,1140.0,1128.2,1139.49,2479397
2017-11-22,1141.0,1160.27,1141.0,1156.16,3555273
2017-11-24,1160.7,1186.84,1160.7,1186.0,3528011
2017-11-27,1202.66,1213.41,1191.15,1195.83,6744045
2017-11-28,1204.88,1205.34,1188.52,1193.6,4559449
2017-11-29,1194.8,1194.8,1145.19,1161.27,9257512
2017-11-30,1167.1,1178.57,1160.0,1176.75,4509208
2017-12-01,1172.05,1179.65,1152.0,1162.35,4107094
2017-12-04,1173.85,1175.2,1128.0,1133.95,5931915
2017-12-05,1128.26,1159.27,1124.74,1141.57,4079774
2017-12-06,1137.99,1155.89,1136.08,1152.35,2853316
2017-12-07,1156.59,1163.19,1151.0,1159.79,2511569
2017-12-08,1170.4,1172.79,1157.1,1162.0,3050074
2017-12-11,1164.6,1169.9,1157.0,1168.92,2363473
2017-12-12,1166.51,1173.6,1161.61,1165.08,2235892
2017-12-13,1170.0,1170.87,1160.27,1164.13,2616760
2017-12-14,1163.71,1177.93,1162.45,1174.26,3214337
2017-12-15,1179.03,1182.75,1169.33,1179.14,4778621
2017-12-18,1187.37,1194.78,1180.91,1190.58,2947625
2017-12-19,1189.15,1192.97,1179.14,1187.38,2587792
2017-12-20,1190.5,1191.0,1176.0,1177.62,2371166
2017-12-21,1175.9,1179.17,1167.64,1174.76,2123117
2017-12-22,1172.08,1174.62,1167.83,1168.36,1585054
2017-12-26,1168.36,1178.32,1160.55,1176.76,2005187
2017-12-27,1179.91,1187.29,1175.61,1182.26,1867208
2017-12-28,1189.0,1190.1,1184.38,1186.1,1841676
2017-12-29,1182.35,1184.0,1167.5,1169.47,2688391
2018-01-02,1172.0,1190.0,1170.51,1189.01,2694494
2018-01-03,1188.3,1205.49,1188.3,1204.2,3108793
2018-01-04,1205.0,1215.87,1204.66,1209.59,3022089
2018-01-05,1217.51,1229.14,1210.0,1229.14,3544743
2018-01-08,1236.0,1253.08,1232.03,1246.87,4279475
2018-01-09,1256.9,1259.33,1241.76,1252.7,3661316
2018-01-10,1245.15,1254.33,1237.23,1254.33,2686017
2018-01-11,1259.74,1276.77,1256.46,1276.68,3125048
2018-01-12,1273.39,1305.76,1273.39,1305.2,5443730
2018-01-16,1323.0,1339.94,1292.3,1304.86,7220701
2018-01-17,1312.24,1314.0,1280.88,1295.0,5253754
2018-01-18,1293.95,1304.6,1284.02,1293.32,4026915
2018-01-19,1312.0,1313.0,1292.99,1294.58,4578536
2018-01-22,1297.17,1327.45,1296.66,1327.31,4140061
2018-01-23,1338.09,1364.9,1337.34,1362.54,5169306
2018-01-24,1374.82,1388.16,1338.0,1357.51,6807457
2018-01-25,1368.0,1378.34,1357.62,1377.95,4753012
2018-01-26,1392.01,1402.53,1380.91,1402.05,4857310
2018-01-29,1409.18,1431.39,1400.44,1417.68,5701898
2018-01-30,1403.17,1439.25,1392.0,1437.82,5871942
2018-01-31,1451.3,1472.58,1450.04,1450.89,6424693
2018-02-01,1445.0,1459.88,1385.14,1390.0,9113808
2018-02-02,1477.39,1498.0,1414.0,1429.95,11125722
2018-02-05,1402.62,1458.98,1320.72,1390.0,11494985
2018-02-06,1361.46,1443.99,1351.79,1442.84,11066819
2018-02-07,1449.0,1460.99,1415.15,1416.78,7162741
2018-02-08,1429.67,1433.75,1349.94,1350.5,8578557
2018-02-09,1373.49,1383.5,1265.93,1339.6,14141524
2018-02-12,1364.67,1393.81,1344.01,1386.23,6738944
2018-02-13,1385.93,1419.72,1383.53,1414.51,5917879
2018-02-14,1406.25,1452.06,1403.36,1451.05,5959209
2018-02-15,1466.89,1468.94,1436.84,1461.76,5652736
2018-02-16,1457.37,1465.8,1446.56,1448.69,4472564
2018-02-20,1446.49,1488.77,1446.49,1468.35,6499228
2018-02-21,1485.0,1503.49,1478.92,1482.92,6304351
2018-02-22,1495.36,1502.54,1475.76,1485.34,4858063
2018-02-23,1495.34,1500.0,1486.5,1500.0,4418103
2018-02-26,1509.2,1522.84,1507.0,1521.95,4954988
2018-02-27,1524.5,1526.78,1507.21,1511.98,4808776
2018-02-28,1519.51,1528.7,1512.0,1512.45,4515023
2018-03-01,1513.6,1518.49,1465.0,1493.45,6835230
2018-03-02,1469.1,1501.05,1455.01,1500.25,6587564
2018-03-05,1494.24,1525.38,1481.0,1523.61,5233934
2018-03-06,1533.2,1542.13,1528.0,1537.64,4561718
2018-03-07,1526.52,1545.9,1522.51,1545.0,4174123
2018-03-08,1550.0,1554.88,1545.25,1551.86,3862615
2018-03-09,1563.5,1578.94,1559.08,1578.89,4534250
2018-03-12,1592.6,1605.33,1586.7,1598.39,5174211
2018-03-13,1615.96,1617.54,1578.01,1588.18,6531892
2018-03-14,1597.0,1606.44,1590.89,1591.0,4259443
2018-03-15,1595.0,1596.91,1578.11,1582.32,4069701
2018-03-16,1583.45,1589.44,1567.5,1571.68,5425012
2018-03-19,1554.53,1561.66,1525.35,1544.93,6580766
2018-03-20,1550.34,1587.0,1545.41,1586.51,4581568
2018-03-21,1586.45,1590.0,1563.17,1581.86,4750771
2018-03-22,1565.47,1573.85,1542.4,1544.92,6320551
2018-03-23,1539.01,1549.02,1495.36,1495.56,8006033
2018-03-26,1530.0,1556.99,1499.25,1555.86,5624700
2018-03-27,1572.4,1575.96,1482.32,1497.05,6999631
2018-03-28,1447.0,1455.9,1386.17,1431.42,13705317
2018-03-29,1406.0,1455.47,1365.2,1447.34,12581121
2018-04-02,1417.62,1421.36,1355.0,1371.99,10463607
2018-04-03,1391.38,1414.0,1355.33,1392.05,10231212
2018-04-04,1358.24,1415.39,1352.88,1410.57,6982305
2018-04-05,1441.99,1459.56,1427.07,1451.75,6413459
2018-04-06,1429.97,1452.5,1400.26,1405.23,5882257
2018-04-09,1425.03,1438.48,1402.57,1406.08,4208206
2018-04-10,1431.99,1438.38,1415.7,1436.22,4280144
2018-04-11,1439.44,1448.78,1424.89,1427.05,3582533
2018-04-12,1439.5,1452.12,1435.06,1448.5,3135027
2018-04-13,1449.14,1459.78,1424.52,1430.79,3685267
2018-04-16,1445.0,1447.0,1427.48,1441.5,2808624
2018-04-17,1462.3,1507.19,1457.02,1503.83,5114403
2018-04-18,1514.65,1533.8,1504.11,1527.84,5227509
2018-04-19,1543.22,1568.52,1539.06,1556.91,6523728
2018-04-20,1561.2,1561.2,1516.09,1527.49,5541622
